,BEGIN,END,PERIOD_EUR,SITE,fact,KWH,Consum_moy
44311,2018-01-01,2018-01-31,"158,33",1977BB,30,1096,36.53333333333333
44312,2018-01-02,2018-02-28,"145,65",1977BB,57,95,1.6666666666666667
44313,2018-01-03,2018-03-31,"161,70",1977BB,87,1123,12.908045977011493
44314,2018-01-04,2018-04-30,"143,27",1977BB,116,1094,9.431034482758621
44315,2018-01-05,2018-05-31,"151,14",1977BB,146,1155,7.910958904109589
44316,2018-01-06,2018-06-30,"146,71",1977BB,175,1119,6.394285714285714
44317,2018-01-07,2018-07-31,"155,95",1977BB,205,1190,5.804878048780488
44318,2018-01-08,2018-08-31,"163,83",1977BB,235,1251,5.323404255319149
44319,2018-01-09,2018-09-30,"147,68",1977BB,264,1120,4.242424242424242
44320,2018-01-10,2018-10-31,"148,29",1977BB,294,1128,3.836734693877551
44321,2018-01-11,2018-11-30,"143,61",1977BB,323,1091,3.3777089783281733
44322,2018-01-12,2018-12-31,"146,78",1977BB,353,1116,3.1614730878186967
44323,2019-01-01,2019-01-31,"140,40",1977BB,30,1116,37.2
44324,2019-01-02,2019-02-28,"129,28",1977BB,57,1023,17.94736842105263
44325,2019-01-03,2019-03-31,"142,41",1977BB,87,1133,13.022988505747126
44326,2019-01-04,2019-04-30,"138,68",1977BB,116,1102,9.5
44327,2019-01-05,2019-05-31,"146,20",1977BB,146,1163,7.965753424657534
44328,2019-01-06,2019-06-30,"149,03",1977BB,175,1182,6.7542857142857144
44329,2019-01-07,2019-07-31,"154,26",1977BB,205,1225,5.975609756097561
44330,2019-01-08,2019-08-31,"154,69",1977BB,235,1228,5.225531914893617
44331,2019-01-09,2019-09-30,"140,74",1977BB,264,1117,4.231060606060606
44332,2019-01-10,2019-10-31,"143,13",1977BB,294,1139,3.8741496598639458
44333,2019-01-11,2019-11-30,"136,82",1977BB,323,1087,3.365325077399381
44334,2019-01-12,2019-12-31,"141,05",1977BB,353,1122,3.178470254957507
44335,2020-01-01,2020-01-31,"163,30",1977BB,30,1131,37.7
44336,2020-01-02,2020-02-29,"155,24",1977BB,58,1072,18.482758620689655
44337,2020-01-03,2020-03-31,"163,59",1977BB,88,1132,12.863636363636363
44338,2020-01-04,2020-04-30,"159,75",1977BB,117,1108,9.47008547008547
44339,2020-01-05,2020-05-31,"167,94",1977BB,147,1168,7.945578231292517
44340,2020-01-06,2020-06-30,"166,77",1977BB,176,1156,6.568181818181818
44341,2020-01-07,2020-07-31,"231,72",1977BB,206,1623,7.878640776699029
44342,2020-01-08,2020-08-31,"297,31",1977BB,236,2102,8.90677966101695
44343,2020-01-09,2020-09-30,"358,71",1977BB,265,2549,9.618867924528303
44344,2020-01-10,2020-10-31,"367,41",1977BB,295,2616,8.867796610169492
44345,2020-01-11,2020-11-30,"344,44",1977BB,324,2498,7.709876543209877
44346,2018-01-01,2018-01-31,"148,20",1080BB,30,1003,33.43333333333333
44347,2018-01-02,2018-02-28,"135,99",1080BB,57,98,1.719298245614035
44348,2018-01-03,2018-03-31,"148,83",1080BB,87,1007,11.574712643678161
44349,2018-01-04,2018-04-30,"149,55",1080BB,116,1012,8.724137931034482
44350,2018-01-05,2018-05-31,"157,88",1080BB,146,1070,7.328767123287672
44351,2018-01-06,2018-06-30,"154,43",1080BB,175,1046,5.977142857142857
44352,2018-01-07,2018-07-31,"162,12",1080BB,205,1099,5.360975609756098
44353,2018-01-08,2018-08-31,"166,58",1080BB,235,1130,4.808510638297872
44354,2018-01-09,2018-09-30,"152,58",1080BB,264,1027,3.890151515151515
44355,2018-01-10,2018-10-31,"152,29",1080BB,294,1025,3.4863945578231292
44356,2018-01-11,2018-11-30,"145,93",1080BB,323,91,0.28173374613003094
44357,2018-01-12,2018-12-31,"149,98",1080BB,353,1009,2.858356940509915
44358,2019-01-01,2019-01-31,"142,12",1080BB,30,1009,33.63333333333333
44359,2019-01-02,2019-02-28,"128,87",1080BB,57,92,1.6140350877192982
44360,2019-01-03,2019-03-31,"142,39",1080BB,87,1011,11.620689655172415
44361,2019-01-04,2019-04-30,"139,94",1080BB,116,93,0.8017241379310345
44362,2019-01-05,2019-05-31,"144,72",1080BB,146,1028,7.041095890410959
44363,2019-01-06,2019-06-30,"156,74",1080BB,175,1116,6.377142857142857
44364,2019-01-07,2019-07-31,"157,70",1080BB,205,1123,5.478048780487805
44365,2019-01-08,2019-08-31,"157,83",1080BB,235,1124,4.782978723404256
44366,2019-01-09,2019-09-30,"142,94",1080BB,264,1015,3.8446969696969697
44367,2019-01-10,2019-10-31,"145,95",1080BB,294,1037,3.5272108843537415
44368,2019-01-11,2019-11-30,"138,98",1080BB,323,96,0.29721362229102166
44369,2019-01-12,2019-12-31,"143,35",1080BB,353,1018,2.8838526912181304
44370,2020-01-01,2020-01-31,"182,90",1080BB,30,1017,33.9
44371,2020-01-02,2020-02-29,"171,42",1080BB,58,92,1.5862068965517242
44372,2020-01-03,2020-03-31,"183,40",1080BB,88,1021,11.602272727272727
44373,2020-01-04,2020-04-30,"179,10",1080BB,117,1003,8.572649572649572
44374,2020-01-05,2020-05-31,"185,56",1080BB,147,1040,7.074829931972789
44375,2020-01-06,2020-06-30,"184,92",1080BB,176,1050,5.965909090909091
44376,2020-01-07,2020-07-31,"194,20",1080BB,206,1110,5.388349514563107
44377,2020-01-08,2020-08-31,"196,63",1080BB,236,1130,4.788135593220339
44378,2020-01-09,2020-09-30,"182,99",1080BB,265,1034,3.90188679245283
44379,2020-01-10,2020-10-31,"185,43",1080BB,295,1036,3.511864406779661
44380,2020-01-11,2020-11-30,"138,37",1080BB,324,93,0.28703703703703703
44381,2018-01-01,2018-12-31,"1 780,02",1976BB,364,0,0.0
44382,2019-01-01,2019-04-30,"565,86",1976BB,119,3871,32.529411764705884
44383,2019-01-05,2019-05-31,"147,82",1976BB,146,1019,6.97945205479452
44384,2019-01-06,2019-06-30,"139,81",1976BB,175,1077,6.154285714285714
44385,2019-01-07,2019-07-31,"140,97",1976BB,205,1088,5.307317073170732
44386,2019-01-08,2019-08-31,"142,47",1976BB,235,1100,4.680851063829787
44387,2019-01-09,2019-09-30,"130,60",1976BB,264,1006,3.8106060606060606
44388,2019-01-10,2019-10-31,"131,91",1976BB,294,1019,3.4659863945578233
44389,2019-01-11,2019-11-30,"124,61",1976BB,323,90,0.2786377708978328
44390,2019-01-12,2019-12-31,"128,27",1976BB,353,91,0.2577903682719547
44391,2020-01-01,2020-01-31,"147,19",1976BB,30,92,3.066666666666667
44392,2020-01-02,2020-02-29,"138,58",1976BB,58,90,1.5517241379310345
44393,2020-01-03,2020-03-31,"148,15",1976BB,88,98,1.1136363636363635
44394,2020-01-04,2020-04-30,"146,26",1976BB,117,95,0.811965811965812
44395,2020-01-05,2020-05-31,"151,56",1976BB,147,1024,6.965986394557823
44396,2020-01-06,2020-06-30,"128,99",1976BB,176,82,0.4659090909090909
44397,2020-01-07,2020-07-31,"192,34",1976BB,206,1319,6.402912621359223
44398,2020-01-08,2020-08-31,"257,99",1976BB,236,1795,7.6059322033898304
44399,2020-01-09,2020-09-30,"325,10",1976BB,265,2284,8.618867924528303
44400,2020-01-10,2020-10-31,"333,69",1976BB,295,2349,7.96271186440678
44401,2020-01-11,2020-11-30,"312,09",1976BB,324,2264,6.987654320987654
44402,2018-01-01,2018-12-31,"205,08",1081BB,364,3,0.008241758241758242
44403,2019-01-01,2019-12-31,"299,19",1081BB,364,76,0.2087912087912088
44404,2018-01-01,2018-01-31,"132,11",1082BB,30,1276,42.53333333333333
44405,2018-01-02,2018-02-28,"121,56",1082BB,57,1151,20.19298245614035
44406,2018-01-03,2018-03-31,"131,35",1082BB,87,1267,14.563218390804598
44407,2018-01-04,2018-04-30,"278,03",1082BB,116,1262,10.879310344827585
44408,2018-01-05,2018-05-31,"134,43",1082BB,146,1303,8.924657534246576
44409,2018-01-06,2018-06-30,"131,73",1082BB,175,1271,7.2628571428571425
44410,2018-01-07,2018-07-31,"137,77",1082BB,205,1341,6.541463414634146
44411,2018-01-08,2018-08-31,"138,26",1082BB,235,1347,5.731914893617021
44412,2018-01-09,2018-09-30,"352,48",1082BB,264,1259,4.768939393939394
44413,2018-01-10,2018-10-31,"134,32",1082BB,294,1289,4.384353741496598
44414,2018-01-11,2018-11-30,"130,07",1082BB,323,1239,3.8359133126934983
44415,2018-01-12,2018-12-31,"133,46",1082BB,353,1279,3.623229461756374
44416,2019-01-01,2019-01-31,"130,68",1082BB,30,1269,42.3
44417,2019-01-02,2019-02-28,"120,81",1082BB,57,1148,20.140350877192983
44418,2019-01-03,2019-03-31,"130,94",1082BB,87,1272,14.620689655172415
44419,2019-01-04,2019-04-30,"128,17",1082BB,116,1238,10.672413793103448
44420,2019-01-05,2019-05-31,"131,26",1082BB,146,1276,8.73972602739726
44421,2019-01-06,2019-06-30,"132,13",1082BB,175,1286,7.348571428571429
44422,2019-01-07,2019-07-31,"136,14",1082BB,205,1335,6.512195121951219
44423,2019-01-08,2019-08-31,"136,61",1082BB,235,1341,5.706382978723404
44424,2019-01-09,2019-09-30,"135,37",1082BB,264,1326,5.0227272727272725
44425,2019-01-10,2019-10-31,"219,69",1082BB,294,1809,6.153061224489796
44426,2019-01-11,2019-11-30,"250,51",1082BB,323,2170,6.718266253869969
44427,2019-01-12,2019-12-31,"261,16",1082BB,353,2299,6.5127478753541075
44428,2020-01-01,2020-01-31,"290,23",1082BB,30,2177,72.56666666666666
44429,2020-01-02,2020-02-29,"343,13",1082BB,58,2115,36.46551724137931
44430,2020-01-03,2020-03-31,"316,56",1082BB,88,2348,26.681818181818183
44431,2020-01-04,2020-04-30,"298,25",1082BB,117,2336,19.965811965811966
44432,2020-01-05,2020-05-31,"364,26",1082BB,147,2596,17.65986394557823
44433,2020-01-06,2020-06-30,"362,51",1082BB,176,2575,14.630681818181818
44434,2020-01-07,2020-07-31,"331,83",1082BB,206,2713,13.169902912621358
44435,2020-01-08,2020-08-31,"333,85",1082BB,236,2730,11.567796610169491
44436,2020-01-09,2020-09-30,"317,68",1082BB,265,2580,9.735849056603774
44437,2020-01-10,2020-10-31,"335,88",1082BB,295,2584,8.759322033898306
44438,2020-01-11,2020-11-30,"254,29",1082BB,324,2487,7.675925925925926
44439,2018-01-01,2018-12-31,"1 557,46",1975BB,364,0,0.0
44440,2019-01-01,2019-12-31,"2 676,04",1975BB,364,0,0.0
44441,2018-01-01,2018-12-31,"1 668,55",1972BB,364,0,0.0
44442,2019-01-01,2019-01-31,"135,29",1972BB,30,97,3.2333333333333334
44443,2019-01-02,2019-02-28,"110,92",1972BB,57,89,1.5614035087719298
44444,2019-01-03,2019-03-31,"121,68",1972BB,87,99,1.1379310344827587
44445,2019-01-04,2019-04-30,"120,58",1972BB,116,97,0.8362068965517241
44446,2019-01-05,2019-05-31,"125,38",1972BB,146,96,0.6575342465753424
44447,2019-01-06,2019-06-30,"133,42",1972BB,175,1005,5.742857142857143
44448,2019-01-07,2019-07-31,"134,71",1972BB,205,1016,4.95609756097561
44449,2019-01-08,2019-08-31,"136,16",1972BB,235,1029,4.378723404255319
44450,2019-01-09,2019-09-30,"124,36",1972BB,264,95,0.35984848484848486
44451,2019-01-10,2019-10-31,"124,60",1972BB,294,90,0.30612244897959184
44452,2019-01-11,2019-11-30,"117,81",1972BB,323,87,0.2693498452012384
44453,2019-01-12,2019-12-31,"121,11",1972BB,353,95,0.26912181303116145
44454,2020-01-01,2020-01-31,"138,86",1972BB,30,97,3.2333333333333334
44455,2020-01-02,2020-02-29,"130,57",1972BB,58,87,1.5
44456,2020-01-03,2020-03-31,"139,00",1972BB,88,97,1.1022727272727273
44457,2020-01-04,2020-04-30,"137,46",1972BB,117,96,0.8205128205128205
44458,2020-01-05,2020-05-31,"141,85",1972BB,147,98,0.6666666666666666
44459,2020-01-06,2020-06-30,"146,66",1972BB,176,98,0.5568181818181818
44460,2020-01-07,2020-07-31,"155,96",1972BB,206,1037,5.033980582524272
44461,2020-01-08,2020-08-31,"227,00",1972BB,236,1556,6.593220338983051
44462,2020-01-09,2020-09-30,"267,57",1972BB,265,1851,6.9849056603773585
44463,2020-01-10,2020-10-31,"329,84",1972BB,295,2306,7.816949152542373
44464,2020-01-11,2020-11-30,"305,73",1972BB,324,2215,6.83641975308642
44465,2018-01-01,2018-01-31,"460,88",1969BB,30,3590,119.66666666666667
44466,2018-01-02,2018-02-28,"416,77",1969BB,57,3244,56.91228070175438
44467,2018-01-03,2018-03-31,"462,38",1969BB,87,3595,41.32183908045977
44468,2018-01-04,2018-04-30,"454,42",1969BB,116,3531,30.439655172413794
44469,2018-01-05,2018-05-31,"471,98",1969BB,146,3670,25.136986301369863
44470,2018-01-06,2018-06-30,"458,85",1969BB,175,3565,20.37142857142857
44471,2018-01-07,2018-07-31,"476,51",1969BB,205,3702,18.058536585365854
44472,2018-01-08,2018-08-31,"478,16",1969BB,235,3714,15.804255319148936
44473,2018-01-09,2018-09-30,"461,87",1969BB,264,3557,13.473484848484848
44474,2018-01-10,2018-10-31,"474,98",1969BB,294,3670,12.482993197278912
44475,2018-01-11,2018-11-30,"464,10",1969BB,323,3585,11.09907120743034
44476,2018-01-12,2018-12-31,"517,14",1969BB,353,3693,10.461756373937677
44477,2019-01-01,2019-01-31,"467,35",1969BB,30,3639,121.3
44478,2019-01-02,2019-02-28,"409,11",1969BB,57,3305,57.98245614035088
44479,2019-01-03,2019-03-31,"464,47",1969BB,87,3614,41.54022988505747
44480,2019-01-04,2019-04-30,"436,95",1969BB,116,3539,30.50862068965517
44481,2019-01-05,2019-05-31,"452,38",1969BB,146,3669,25.13013698630137
44482,2019-01-06,2019-06-30,"446,16",1969BB,175,3610,20.62857142857143
44483,2019-01-07,2019-07-31,"459,51",1969BB,205,3723,18.160975609756097
44484,2019-01-08,2019-08-31,"465,25",1969BB,235,3771,16.046808510638296
44485,2019-01-09,2019-09-30,"443,20",1969BB,264,3583,13.571969696969697
44486,2019-01-10,2019-10-31,"455,68",1969BB,294,3696,12.571428571428571
44487,2019-01-11,2019-11-30,"438,54",1969BB,323,3554,11.003095975232197
44488,2019-01-12,2019-12-31,"451,95",1969BB,353,3665,10.38243626062323
44489,2020-01-01,2020-01-31,"561,58",1969BB,30,3685,122.83333333333333
44490,2020-01-02,2020-02-29,"527,77",1969BB,58,3455,59.56896551724138
44491,2020-01-03,2020-03-31,"565,44",1969BB,88,3706,42.11363636363637
44492,2020-01-04,2020-04-30,"546,26",1969BB,117,3583,30.623931623931625
44493,2020-01-05,2020-05-31,"563,21",1969BB,147,3694,25.12925170068027
44494,2020-01-06,2020-06-30,"547,66",1969BB,176,3588,20.386363636363637
44495,2020-01-07,2020-07-31,"520,73",1969BB,206,3611,17.52912621359223
44496,2020-01-08,2020-08-31,"520,29",1969BB,236,3616,15.322033898305085
44497,2020-01-09,2020-09-30,"501,96",1969BB,265,3488,13.162264150943397
44498,2020-01-10,2020-10-31,"518,84",1969BB,295,3612,12.24406779661017
44499,2020-01-11,2020-11-30,"468,73",1969BB,324,3388,10.45679012345679
44500,2018-01-01,2018-12-31,"764,82",1939BB,364,4780,13.131868131868131
44501,2019-01-01,2019-12-31,"799,62",1939BB,364,5048,13.868131868131869
44502,2018-01-01,2018-12-31,"3 127,52",1938BB,364,0,0.0
44503,2019-01-01,2019-12-31,"3 005,07",1938BB,364,0,0.0
44504,2018-01-01,2018-12-31,"1 077,17",1087BB,364,6964,19.13186813186813
44505,2019-01-01,2019-12-31,"1 332,29",1087BB,364,9117,25.046703296703296
44506,2018-01-01,2018-01-31,"335,12",1968BB,30,2591,86.36666666666666
44507,2018-01-02,2018-02-28,"302,92",1968BB,57,2333,40.92982456140351
44508,2018-01-03,2018-03-31,"352,79",1968BB,87,2730,31.379310344827587
44509,2018-01-04,2018-04-30,"365,09",1968BB,116,2829,24.387931034482758
44510,2018-01-05,2018-05-31,"382,73",1968BB,146,2968,20.328767123287673
44511,2018-01-06,2018-06-30,"371,40",1968BB,175,2878,16.445714285714285
44512,2018-01-07,2018-07-31,"386,01",1968BB,205,2991,14.590243902439024
44513,2018-01-08,2018-08-31,"394,64",1968BB,235,3060,13.02127659574468
44514,2018-01-09,2018-09-30,"388,22",1968BB,264,2993,11.337121212121213
44515,2018-01-10,2018-10-31,"399,26",1968BB,294,3083,10.486394557823129
44516,2018-01-11,2018-11-30,"386,49",1968BB,323,2981,9.229102167182663
44517,2018-01-12,2018-12-31,"400,85",1968BB,353,3095,8.76770538243626
44518,2019-01-01,2019-01-31,"380,85",1968BB,30,3083,102.76666666666667
44519,2019-01-02,2019-02-28,"345,62",1968BB,57,2788,48.91228070175438
44520,2019-01-03,2019-03-31,"381,41",1968BB,87,3086,35.47126436781609
44521,2019-01-04,2019-04-30,"372,08",1968BB,116,3008,25.93103448275862
44522,2019-01-05,2019-05-31,"383,51",1968BB,146,3107,21.28082191780822
44523,2019-01-06,2019-06-30,"364,49",1968BB,175,2956,16.89142857142857
44524,2019-01-07,2019-07-31,"377,53",1968BB,205,3062,14.93658536585366
44525,2019-01-08,2019-08-31,"377,89",1968BB,235,3066,13.046808510638298
44526,2019-01-09,2019-09-30,"366,14",1968BB,264,2960,11.212121212121213
44527,2019-01-10,2019-10-31,"377,68",1968BB,294,3055,10.391156462585034
44528,2019-01-11,2019-11-30,"363,84",1968BB,323,2941,9.105263157894736
44529,2019-01-12,2019-12-31,"374,04",1968BB,353,3027,8.575070821529746
44530,2020-01-01,2020-01-31,"472,98",1968BB,30,3042,101.4
44531,2020-01-02,2020-02-29,"452,21",1968BB,58,2909,50.1551724137931
44532,2020-01-03,2020-03-31,"501,13",1968BB,88,3225,36.64772727272727
44533,2020-01-04,2020-04-30,"493,17",1968BB,117,3182,27.196581196581196
44534,2020-01-05,2020-05-31,"518,98",1968BB,147,3359,22.85034013605442
44535,2020-01-06,2020-06-30,"501,44",1968BB,176,3250,18.46590909090909
44536,2020-01-07,2020-07-31,"519,58",1968BB,206,3381,16.4126213592233
44537,2020-01-08,2020-08-31,"523,67",1968BB,236,3418,14.483050847457626
44538,2020-01-09,2020-09-30,"517,47",1968BB,265,3312,12.49811320754717
44539,2020-01-10,2020-10-31,"515,63",1968BB,295,3347,11.345762711864406
44540,2020-01-11,2020-11-30,"442,12",1968BB,324,3197,9.867283950617283
44541,2018-01-01,2018-12-31,"3 298,17",1967BB,364,0,0.0
44542,2019-01-01,2019-01-31,"266,82",1967BB,30,2013,67.1
44543,2019-01-02,2019-02-28,"230,48",1967BB,57,1826,32.03508771929825
44544,2019-01-03,2019-03-31,"254,88",1967BB,87,2030,23.333333333333332
44545,2019-01-04,2019-04-30,"234,41",1967BB,116,1856,16.0
44546,2019-01-05,2019-05-31,"270,14",1967BB,146,2156,14.767123287671232
44547,2019-01-06,2019-06-30,"260,45",1967BB,175,2065,11.8
44548,2019-01-07,2019-07-31,"306,57",1967BB,205,2459,11.995121951219513
44549,2019-01-08,2019-08-31,"314,07",1967BB,235,2517,10.71063829787234
44550,2019-01-09,2019-09-30,"297,26",1967BB,264,2383,9.026515151515152
44551,2019-01-10,2019-10-31,"305,09",1967BB,294,2449,8.329931972789115
44552,2019-01-11,2019-11-30,"293,04",1967BB,323,2349,7.272445820433436
44553,2019-01-12,2019-12-31,"297,85",1967BB,353,2390,6.770538243626063
44554,2020-01-01,2020-01-31,"344,83",1967BB,30,2405,80.16666666666667
44555,2020-01-02,2020-02-29,"334,82",1967BB,58,2333,40.224137931034484
44556,2020-01-03,2020-03-31,"385,08",1967BB,88,2670,30.34090909090909
44557,2020-01-04,2020-04-30,"381,02",1967BB,117,2644,22.5982905982906
44558,2020-01-05,2020-05-31,"392,93",1967BB,147,2728,18.5578231292517
44559,2020-01-06,2020-06-30,"391,65",1967BB,176,2726,15.488636363636363
44560,2020-01-07,2020-07-31,"407,96",1967BB,206,2840,13.78640776699029
44561,2020-01-08,2020-08-31,"414,00",1967BB,236,2902,12.296610169491526
44562,2020-01-09,2020-09-30,"384,52",1967BB,265,2685,10.132075471698114
44563,2020-01-10,2020-10-31,"393,67",1967BB,295,2754,9.335593220338984
44564,2020-01-11,2020-11-30,"367,68",1967BB,324,2653,8.188271604938272
44565,2018-01-01,2018-01-31,"291,03",1966BB,30,2653,88.43333333333334
44566,2018-01-02,2018-02-28,"250,40",1966BB,57,2264,39.719298245614034
44567,2018-01-03,2018-03-31,"280,54",1966BB,87,2555,29.367816091954023
44568,2018-01-04,2018-04-30,"306,18",1966BB,116,2644,22.79310344827586
44569,2018-01-05,2018-05-31,"315,86",1966BB,146,2589,17.732876712328768
44570,2018-01-06,2018-06-30,"306,89",1966BB,175,2623,14.98857142857143
44571,2018-01-07,2018-07-31,"314,30",1966BB,205,2733,13.331707317073171
44572,2018-01-08,2018-08-31,"332,54",1966BB,235,2708,11.523404255319148
44573,2018-01-09,2018-09-30,"285,64",1966BB,264,2486,9.416666666666666
44574,2018-01-10,2018-10-31,"328,89",1966BB,294,2687,9.139455782312925
44575,2018-01-11,2018-11-30,"298,19",1966BB,323,2510,7.7708978328173375
44576,2018-01-12,2018-12-31,"298,53",1966BB,353,2578,7.303116147308782
44577,2019-01-01,2019-01-31,"300,02",1966BB,30,2549,84.96666666666667
44578,2019-01-02,2019-02-28,"280,82",1966BB,57,2317,40.64912280701754
44579,2019-01-03,2019-03-31,"295,68",1966BB,87,2525,29.022988505747126
44580,2019-01-04,2019-04-30,"324,46",1966BB,116,2569,22.146551724137932
44581,2019-01-05,2019-05-31,"319,16",1966BB,146,2629,18.006849315068493
44582,2019-01-06,2019-06-30,"308,03",1966BB,175,2626,15.005714285714285
44583,2019-01-07,2019-07-31,"350,41",1966BB,205,2801,13.663414634146342
44584,2019-01-08,2019-08-31,"311,37",1966BB,235,2632,11.2
44585,2019-01-09,2019-09-30,"316,77",1966BB,264,2546,9.643939393939394
44586,2019-01-10,2019-10-31,"307,86",1966BB,294,2598,8.83673469387755
44587,2019-01-11,2019-11-30,"296,93",1966BB,323,2491,7.712074303405573
44588,2019-01-12,2019-12-31,"323,30",1966BB,353,2572,7.286118980169972
44589,2020-01-01,2020-01-31,"298,75",1966BB,30,2560,85.33333333333333
44590,2020-01-02,2020-03-31,"585,84",1966BB,89,4948,55.59550561797753
44591,2020-01-04,2020-04-30,"305,13",1966BB,117,2528,21.60683760683761
44592,2020-01-05,2020-05-31,"286,20",1966BB,147,2344,15.945578231292517
44593,2020-01-06,2020-06-30,"279,35",1966BB,176,2251,12.789772727272727
44594,2020-01-07,2020-07-31,"267,89",1966BB,206,2276,11.048543689320388
44595,2020-01-08,2020-08-31,"298,77",1966BB,236,2300,9.745762711864407
44596,2020-01-09,2020-09-30,"277,37",1966BB,265,2325,8.773584905660377
44597,2020-01-10,2020-10-31,"285,33",1966BB,295,2414,8.183050847457627
44598,2020-01-11,2020-11-30,"268,29",1966BB,324,2295,7.083333333333333
44599,2018-01-01,2018-01-31,"253,26",1965BB,30,1982,66.06666666666666
44600,2018-01-02,2018-02-28,"257,65",1965BB,57,1908,33.473684210526315
44601,2018-01-03,2018-03-31,"174,02",1965BB,87,1294,14.873563218390805
44602,2018-01-04,2018-04-30,"530,03",1965BB,116,3092,26.655172413793103
44603,2018-01-05,2018-05-31,"361,70",1965BB,146,1907,13.061643835616438
44604,2018-01-06,2018-06-30,"412,63",1965BB,175,2114,12.08
44605,2018-01-07,2018-07-31,"279,63",1965BB,205,2168,10.575609756097561
44606,2018-01-08,2018-08-31,"378,13",1965BB,235,2224,9.463829787234042
44607,2018-01-09,2018-09-30,"336,03",1965BB,264,2191,8.299242424242424
44608,2018-01-10,2018-10-31,"290,85",1965BB,294,1979,6.7312925170068025
44609,2018-01-11,2018-11-30,"270,56",1965BB,323,2042,6.321981424148607
44610,2018-01-12,2018-12-31,"279,61",1965BB,353,2319,6.569405099150142
44611,2019-01-01,2019-01-31,"303,62",1965BB,30,1976,65.86666666666666
44612,2019-01-02,2019-02-28,"299,87",1965BB,57,1821,31.94736842105263
44613,2019-01-03,2019-03-31,"362,98",1965BB,87,2165,24.885057471264368
44614,2019-01-04,2019-04-30,"402,02",1965BB,116,2105,18.146551724137932
44615,2019-01-05,2019-05-31,"407,98",1965BB,146,2187,14.979452054794521
44616,2019-01-06,2019-06-30,"428,27",1965BB,175,1983,11.331428571428571
44617,2019-01-07,2019-07-31,"368,03",1965BB,205,2265,11.048780487804878
44618,2019-01-08,2019-08-31,"514,06",1965BB,235,2792,11.880851063829788
44619,2019-01-09,2019-09-30,"429,41",1965BB,264,2406,9.113636363636363
44620,2019-01-10,2019-10-31,"359,50",1965BB,294,2403,8.173469387755102
44621,2019-01-11,2019-11-30,"371,78",1965BB,323,2405,7.445820433436532
44622,2019-01-12,2019-12-31,"525,90",1965BB,353,3189,9.03399433427762
44623,2020-01-01,2020-01-31,"274,36",1965BB,30,2020,67.33333333333333
44624,2020-01-02,2020-02-29,"365,31",1965BB,58,2404,41.44827586206897
44625,2020-01-03,2020-03-31,"446,00",1965BB,88,2817,32.01136363636363
44626,2020-01-04,2020-04-30,"449,17",1965BB,117,2593,22.162393162393162
44627,2020-01-05,2020-05-31,"519,56",1965BB,147,2819,19.17687074829932
44628,2020-01-06,2020-06-30,"499,80",1965BB,176,2675,15.198863636363637
44629,2020-01-07,2020-07-31,"440,27",1965BB,206,2718,13.194174757281553
44630,2020-01-08,2020-08-30,"507,71",1965BB,235,3331,14.174468085106383
44631,2020-01-09,2020-09-30,"410,55",1965BB,265,2526,9.532075471698112
44632,2020-01-10,2020-10-31,"430,96",1965BB,295,2874,9.742372881355932
44633,2018-01-01,2018-12-31,"3 706,08",1962BB,364,0,0.0
44634,2019-01-01,2019-01-31,"344,97",1962BB,30,2670,89.0
44635,2019-01-02,2019-02-28,"288,75",1962BB,57,2315,40.6140350877193
44636,2019-01-03,2019-03-31,"314,45",1962BB,87,2532,29.103448275862068
44637,2019-01-04,2019-04-30,"288,79",1962BB,116,2320,20.0
44638,2019-01-05,2019-05-31,"297,93",1962BB,146,2400,16.438356164383563
44639,2019-01-06,2019-06-30,"316,54",1962BB,175,2551,14.577142857142857
44640,2019-01-07,2019-07-31,"340,09",1962BB,205,2750,13.414634146341463
44641,2019-01-08,2019-08-31,"344,58",1962BB,235,2784,11.846808510638297
44642,2019-01-09,2019-09-30,"329,98",1962BB,264,2666,10.098484848484848
44643,2019-01-10,2019-10-31,"340,18",1962BB,294,2753,9.363945578231293
44644,2019-01-11,2019-11-30,"330,37",1962BB,323,2664,8.24767801857585
44645,2019-01-12,2019-12-31,"339,40",1962BB,353,2739,7.759206798866855
44646,2020-01-01,2020-01-31,"389,16",1962BB,30,2729,90.96666666666667
44647,2020-01-02,2020-02-29,"359,34",1962BB,58,2499,43.08620689655172
44648,2020-01-03,2020-03-31,"379,72",1962BB,88,2632,29.90909090909091
44649,2020-01-04,2020-04-30,"367,55",1962BB,117,2555,21.837606837606838
44650,2020-01-05,2020-05-31,"375,80",1962BB,147,2620,17.82312925170068
44651,2020-01-06,2020-06-30,"371,55",1962BB,176,2591,14.721590909090908
44652,2020-01-07,2020-07-31,"385,41",1962BB,206,2697,13.092233009708737
44653,2020-01-08,2020-08-31,"392,57",1962BB,236,2754,11.669491525423728
44654,2020-01-09,2020-09-30,"375,21",1962BB,265,2630,9.924528301886792
44655,2020-01-10,2020-10-31,"386,56",1962BB,295,2711,9.189830508474577
44656,2020-01-11,2020-11-30,"362,03",1962BB,324,2614,8.067901234567902
44657,2018-01-01,2018-12-31,"2 922,02",1960BB,364,0,0.0
44658,2019-01-01,2019-12-31,"4 357,14",1960BB,364,0,0.0
44659,2018-01-01,2018-12-31,"1 688,17",1959BB,364,0,0.0
44660,2019-01-01,2019-06-30,"836,19",1959BB,180,5676,31.533333333333335
